units,amount,probability,type,stage,lead_source,lead_firstname,lead_lastname,lead,assignedTo,description,
16833,11366651.58,73.51,NEW,CLOSED WON,CONVERTED,Ara,MacKenzie,Ara MacKenzie,CATERPILLAR INC.,kvickress1@lin.com,Implemented 24 hour parallelism
45650,30825619,39.73,EXISTING,NEEDS ANALYSIS,IN PROCESS,Mary,Bletsoe,Mary Bletsoe,JACOBS,jhrishchenko2@lin.com,Innovative modular utilisation
31148,21032998.48,31.5,EXISTING,PERCEPTION ANALYSIS,CONVERTED,Selie,Blackbourn,Selie Blackbourn,BNY MELLON,tbeacock3@lin.com,Right-sized intangible adapter
26774,18079411.24,79.96,NEW,PROSPECTING,ASSIGNED,Chan,Seamarke,Chan Seamarke,RAYTHEON,sstockell4@lin.com,Digitized asymmetric algorithm
16018,10816314.68,96.24,NEW,PROPOSAL OR PRICE QUOTE,ASSIGNED,Gwenni,Seine,Gwenni Seine,ELI LILLY AND COMPANY,jhackly5@lin.com,Devolved homogeneous Graphic Interface
12649,8541363,45.93,EXISTING,PERCEPTION ANALYSIS,NEW,Louis,Frusher,Louis Frusher,HP,lnorgan6@lin.com,Down-sized upward-trending time-frame
26277,17743807.02,98.83,EXISTING,PROPOSAL OR PRICE QUOTE,DEAD,Charmain,Keizman,Charmain Keizman,UBER,lcholwell7@lin.com,Multi-channelled executive instruction set
38669,26111628.94,97.6,EXISTING,CLOSED LOST,IN PROCESS,Ximenes,Staves,Ximenes Staves,KROGER,broyan8@lin.com,Secured holistic success
17499,11816374.74,72.57,EXISTING,VALUE PROPOSITION,ASSIGNED,Guilbert,Haddow,Guilbert Haddow,THERMO FISHER SCIENTIFIC,lknaggs9@lin.com,Pre-emptive responsive ability
45321,30603458.46,77.61,EXISTING,VALUE PROPOSITION,DEAD,Ariel,Godwyn,Ariel Godwyn,AIG,abownasa@lin.com,Operative object-oriented solution
33742,22784622.92,61.84,EXISTING,PERCEPTION ANALYSIS,DEAD,Chrisse,Dyer,Chrisse Dyer,NOVO NORDISK,cboseleyb@lin.com,Optional foreground functionalities
42568,28744467.68,97.04,EXISTING,VALUE PROPOSITION,CONVERTED,Gabie,McHale,Gabie McHale,SOCIAL SECURITY ADMINISTRATION,lrainforthc@lin.com,Automated zero tolerance initiative
16666,11253883.16,97.35,EXISTING,PERCEPTION ANALYSIS,IN PROCESS,Maribeth,MacGahey,Maribeth MacGahey,THALES,mommundsend@lin.com,Expanded zero defect frame
11444,7727675,36.65,EXISTING,PROPOSAL OR PRICE QUOTE,DEAD,Linell,Smeeton,Linell Smeeton,CONVERGYS,lganforthe@lin.com,Intuitive bandwidth-monitored frame
41074,27735629.24,34.87,NEW,CLOSED WON,RECYCLED,Josselyn,Laughren,Josselyn Laughren,IQVIA,kmedleyf@lin.com,Optimized actuating hardware
28534,19267868.84,77.4,EXISTING,PERCEPTION ANALYSIS,NEW,Abey,Tapson,Abey Tapson,SALESFORCE,equickendeng@lin.com,Progressive didactic instruction set
20333,13730061.58,51.81,NEW,NEGOTIATION OR REVIEW,IN PROCESS,Lotty,Regi,Lotty Regi,THE DOW CHEMICAL COMPANY,hhubbleh@lin.com,Reactive mobile encoding
47653,32178164.78,43.52,NEW,VALUE PROPOSITION,NEW,Brok,Foale,Brok Foale,HILTON WORLDWIDE,iairdriei@lin.com,Profound systemic project
16559,11181630.34,59.76,NEW,VALUE PROPOSITION,ASSIGNED,Marti,Islep,Marti Islep,LOS ANGELES UNIFIED SCHOOL DISTRICT,dghionj@lin.com,Synchronised context-sensitive parallelism
49637,33517880.62,80.96,NEW,IDENTIFYING DECISION MAKERS,CONVERTED,Leandra,Bryan,Leandra Bryan,ARMY NATIONAL GUARD,iepslyk@lin.com,Advanced contextually-based product
26812,18105071.12,89.38,NEW,PROSPECTING,CONVERTED,Ailene,Creaney,Ailene Creaney,NORDSTROM,xcanbyl@lin.com,Reverse-engineered object-oriented extranet
34691,23425444.66,48.07,NEW,PROSPECTING,DEAD,Crosby,McCaskell,Crosby McCaskell,LIFESPAN,sclotworthym@lin.com,Advanced web-enabled policy
49664,33536112.64,85.52,NEW,PROSPECTING,CONVERTED,Matthiew,Mohamed,Matthiew Mohamed,FEDEX,bbassn@lin.com,Open-architected high-level attitude
10741,7252967,85.9,EXISTING,NEEDS ANALYSIS,NEW,Tannie,Renne,Tannie Renne,EDWARD JONES,sdowtyo@lin.com,Re-engineered user-facing interface
33092,22345703.92,45.43,NEW,CLOSED WON,IN PROCESS,Doyle,Shitliffe,Doyle Shitliffe,IBM,oderham0@lin.com,Assimilated well-modulated service-desk
31360,21176153.6,58.93,EXISTING,NEGOTIATION OR REVIEW,NEW,Dinny,Bickmore,Dinny Bickmore,US ARMY,kvickress1@lin.com,Versatile asymmetric secured line
29790,20115995.4,49.94,EXISTING,NEGOTIATION OR REVIEW,NEW,Lexy,Askem,Lexy Askem,HEWLETT-PACKARD,jhrishchenko2@lin.com,Grass-roots interactive standardization
23688,15995558.88,58.78,NEW,IDENTIFYING DECISION MAKERS,CONVERTED,Dina,Minnock,Dina Minnock,COGNIZANT TECHNOLOGY SOLUTIONS,tbeacock3@lin.com,Configurable directional task-force
40570,27395298.2,84.01,NEW,PROSPECTING,ASSIGNED,Felike,Styles,Felike Styles,AT&T,sstockell4@lin.com,Persevering real-time definition
22596,15258174.96,89.44,NEW,IDENTIFYING DECISION MAKERS,ASSIGNED,Nissie,Schellig,Nissie Schellig,UNITED STATES AIR FORCE,jhackly5@lin.com,Balanced uniform system engine
12049,8136207,81.17,NEW,PERCEPTION ANALYSIS,NEW,Marthe,Zylbermann,Marthe Zylbermann,PWC,lnorgan6@lin.com,Stand-alone multi-tasking open system
42454,28667488.04,82.85,EXISTING,CLOSED WON,NEW,Allissa,Irvin,Allissa Irvin,WELLS FARGO,lcholwell7@lin.com,Monitored non-volatile pricing structure
32680,22067496.8,72.81,NEW,CLOSED LOST,ASSIGNED,Annamaria,Lorenz,Annamaria Lorenz,DELOITTE,broyan8@lin.com,Down-sized impactful model
27464,18545340.64,83.77,EXISTING,PERCEPTION ANALYSIS,ASSIGNED,Meir,Oldam,Meir Oldam,CITI,lknaggs9@lin.com,Centralized object-oriented framework
36496,24644288.96,56.99,EXISTING,VALUE PROPOSITION,NEW,Tirrell,Ditch,Tirrell Ditch,BANK OF AMERICA,abownasa@lin.com,Versatile transitional analyzer
14008,9459042,76.76,EXISTING,IDENTIFYING DECISION MAKERS,RECYCLED,Oralle,Dene,Oralle Dene,JPMORGAN CHASE & CO.,cboseleyb@lin.com,Operative intangible task-force
24852,16781561.52,51.97,EXISTING,IDENTIFYING DECISION MAKERS,ASSIGNED,Corry,Donnell,Corry Donnell,AMAZON,lrainforthc@lin.com,Open-architected eco-centric concept
43002,29037530.52,73.86,NEW,NEEDS ANALYSIS,RECYCLED,Aldo,Gockelen,Aldo Gockelen,ORACLE,mommundsend@lin.com,Function-based web-enabled monitoring
38339,25888793.14,87.64,EXISTING,NEEDS ANALYSIS,RECYCLED,Umberto,Matkovic,Umberto Matkovic,GOOGLE,lganforthe@lin.com,Face to face local process improvement
15430,10419261.8,62.32,EXISTING,PERCEPTION ANALYSIS,ASSIGNED,Teddie,Bichard,Teddie Bichard,UNITED STATES POSTAL SERVICE,kmedleyf@lin.com,Exclusive composite help-desk
24025,16223121.5,93.48,NEW,PROSPECTING,RECYCLED,Josephine,Tansill,Josephine Tansill,MCDONALD'S CORPORATION,equickendeng@lin.com,Open-source multi-state collaboration
41160,27793701.6,63.65,EXISTING,CLOSED LOST,NEW,Allianora,Duchesne,Allianora Duchesne,BOEING,hhubbleh@lin.com,Ameliorated motivating encoding
16319,11019567.94,32.86,NEW,VALUE PROPOSITION,ASSIGNED,Morty,Dodman,Morty Dodman,KAISER PERMANENTE,iairdriei@lin.com,Balanced bi-directional array
13977,9438109,38.16,NEW,IDENTIFYING DECISION MAKERS,CONVERTED,Obediah,Theriot,Obediah Theriot,FORD MOTOR COMPANY,dghionj@lin.com,Polarised needs-based success
40242,27173812.92,77.58,EXISTING,CLOSED LOST,RECYCLED,Basilio,Roostan,Basilio Roostan,INTEL CORPORATION,iepslyk@lin.com,Cross-group mobile initiative
42411,28638451.86,35.31,EXISTING,PROPOSAL OR PRICE QUOTE,ASSIGNED,Boris,Timmis,Boris Timmis,DEPARTMENT OF VETERANS AFFAIRS,xcanbyl@lin.com,Inverse systematic open system
46673,31516409.98,78.37,EXISTING,PROSPECTING,DEAD,Bridget,Mirando,Bridget Mirando,CISCO,sclotworthym@lin.com,Integrated stable data-warehouse
29886,20180820.36,77.5,EXISTING,PROSPECTING,IN PROCESS,Nady,Mennithorp,Nady Mennithorp,PEPSICO,bbassn@lin.com,Customizable heuristic firmware
14494,9787218,76.02,EXISTING,PERCEPTION ANALYSIS,DEAD,Teodora,McCullouch,Teodora McCullouch,TARGET,sdowtyo@lin.com,Multi-channelled real-time approach
26974,18214463.24,65.41,EXISTING,PERCEPTION ANALYSIS,NEW,Knox,Engel,Knox Engel,UPS,oderham0@lin.com,Mandatory homogeneous Graphical User Interface
10252,6922765,45.87,NEW,PERCEPTION ANALYSIS,NEW,Chickie,Sakins,Chickie Sakins,PFIZER,kvickress1@lin.com,Programmable exuding function
45746,30890443.96,84.59,NEW,NEEDS ANALYSIS,NEW,Giulia,Gaywood,Giulia Gaywood,DELL,jhrishchenko2@lin.com,Compatible empowering archive
49352,33325431.52,92.03,EXISTING,PERCEPTION ANALYSIS,DEAD,Zitella,Ellis,Zitella Ellis,HONEYWELL,tbeacock3@lin.com,Operative background product
24015,16216368.9,41.39,NEW,NEGOTIATION OR REVIEW,IN PROCESS,Thedric,Overland,Thedric Overland,SCHLUMBERGER,sstockell4@lin.com,Advanced leading edge policy
15447,10430741.22,62.87,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Lee,Ybarra,Lee Ybarra,LOCKHEED MARTIN,jhackly5@lin.com,Operative well-modulated framework
26676,18013235.76,50.46,EXISTING,PERCEPTION ANALYSIS,ASSIGNED,Tonie,Marsy,Tonie Marsy,STARBUCKS,lnorgan6@lin.com,Open-source global access
35029,23653682.54,44.59,NEW,PROSPECTING,ASSIGNED,Jacquie,Bardnam,Jacquie Bardnam,MORGAN STANLEY,lcholwell7@lin.com,Team-oriented web-enabled architecture
24853,16782236.78,67.99,NEW,CLOSED LOST,DEAD,Suzie,Petheridge,Suzie Petheridge,THE HOME DEPOT,broyan8@lin.com,Re-contextualized tangible support
13093,8841179,70.64,EXISTING,PERCEPTION ANALYSIS,IN PROCESS,Darrin,Campo,Darrin Campo,JOHNSON & JOHNSON,lknaggs9@lin.com,Integrated bottom-line superstructure
49392,33352441.92,30.73,EXISTING,CLOSED LOST,RECYCLED,Natalya,Kershow,Natalya Kershow,STATE FARM,abownasa@lin.com,Versatile impactful complexity
35502,23973080.52,88.29,EXISTING,PERCEPTION ANALYSIS,IN PROCESS,Jon,Settle,Jon Settle,GE,cboseleyb@lin.com,Distributed demand-driven ability
18477,12476779.02,61.1,EXISTING,VALUE PROPOSITION,DEAD,Kinnie,Hardern,Kinnie Hardern,PROCTER & GAMBLE,lrainforthc@lin.com,Advanced coherent knowledge base
35300,23836678,51.08,NEW,IDENTIFYING DECISION MAKERS,NEW,Randi,Barrass,Randi Barrass,WALGREENS,mommundsend@lin.com,Function-based object-oriented orchestration
22436,15150133.36,93.71,EXISTING,PROPOSAL OR PRICE QUOTE,DEAD,Aurel,Feaveryear,Aurel Feaveryear,"KELLER WILLIAMS REALTY, INC.",lganforthe@lin.com,Proactive discrete analyzer
30323,20475908.98,92.09,EXISTING,NEGOTIATION OR REVIEW,ASSIGNED,Benjy,Popworth,Benjy Popworth,"LOWE'S COMPANIES, INC.",kmedleyf@lin.com,Automated executive service-desk
39114,26412119.64,69.59,NEW,PERCEPTION ANALYSIS,ASSIGNED,Benson,Manilow,Benson Manilow,DELL EMC,equickendeng@lin.com,Diverse human-resource framework
29642,20016056.92,49.32,EXISTING,CLOSED WON,CONVERTED,Kristine,Fishwick,Kristine Fishwick,VERIZON WIRELESS,hhubbleh@lin.com,Total responsive implementation
25931,17510167.06,55.68,EXISTING,CLOSED LOST,CONVERTED,Denna,Wedgwood,Denna Wedgwood,J.P. MORGAN,iairdriei@lin.com,Operative attitude-oriented productivity
37387,25245945.62,57.68,NEW,IDENTIFYING DECISION MAKERS,RECYCLED,Reginauld,Coolson,Reginauld Coolson,VERIZON,dghionj@lin.com,Team-oriented attitude-oriented product
46374,31314507.24,99.04,EXISTING,NEGOTIATION OR REVIEW,IN PROCESS,Terry,Semark,Terry Semark,KPMG,iepslyk@lin.com,Stand-alone motivating secured line
10544,7119941,33.85,NEW,NEGOTIATION OR REVIEW,IN PROCESS,Hewett,Bodman,Hewett Bodman,LINKEDIN,xcanbyl@lin.com,Phased dedicated knowledge base
27218,18379226.68,47.6,NEW,CLOSED LOST,CONVERTED,Etta,Udale,Etta Udale,FACEBOOK,sclotworthym@lin.com,Future-proofed non-volatile access
33023,22299110.98,59.23,EXISTING,VALUE PROPOSITION,CONVERTED,Quinlan,Rosendall,Quinlan Rosendall,NORTHROP GRUMMAN CORPORATION,bbassn@lin.com,Monitored contextually-based groupware
44964,30362390.64,33.73,EXISTING,NEEDS ANALYSIS,DEAD,Latrina,Higginbottam,Latrina Higginbottam,ADP,sdowtyo@lin.com,Focused maximized array
14741,9954007,36.39,EXISTING,CLOSED LOST,RECYCLED,Lanny,Huey,Lanny Huey,MEDTRONIC,oderham0@lin.com,Re-engineered stable throughput
36191,24438334.66,50.94,EXISTING,CLOSED WON,DEAD,Lucie,Oleszkiewicz,Lucie Oleszkiewicz,ABBOTT,kvickress1@lin.com,Cross-platform user-facing projection
33963,22933855.38,50.95,NEW,IDENTIFYING DECISION MAKERS,DEAD,Heather,Gregor,Heather Gregor,CHEVRON,jhrishchenko2@lin.com,Streamlined non-volatile software
29866,20167315.16,77.92,EXISTING,VALUE PROPOSITION,CONVERTED,Nikolaos,Hopfner,Nikolaos Hopfner,AMERICAN EXPRESS,tbeacock3@lin.com,User-friendly stable protocol
23147,15630243.22,75.88,NEW,NEGOTIATION OR REVIEW,DEAD,Rees,Vaggs,Rees Vaggs,MACY'S,sstockell4@lin.com,Multi-tiered system-worthy portal
38427,25948216.02,47.28,EXISTING,IDENTIFYING DECISION MAKERS,RECYCLED,Kaile,Masic,Kaile Masic,THOMSON REUTERS,jhackly5@lin.com,Down-sized coherent knowledge user
45864,30970124.64,95.01,NEW,IDENTIFYING DECISION MAKERS,ASSIGNED,Tabbi,Cubbini,Tabbi Cubbini,AVON,lnorgan6@lin.com,Advanced motivating internet solution
23195,15662655.7,39.53,EXISTING,NEEDS ANALYSIS,RECYCLED,Sybil,Hargess,Sybil Hargess,CVS HEALTH,lcholwell7@lin.com,Secured attitude-oriented infrastructure
40436,27304813.36,94.61,NEW,CLOSED WON,NEW,Joella,Finlator,Joella Finlator,HALLIBURTON,broyan8@lin.com,Reduced leading edge hub
39875,26925992.5,55.13,EXISTING,VALUE PROPOSITION,CONVERTED,Mitch,Downton,Mitch Downton,CSC,lknaggs9@lin.com,Right-sized transitional policy
18624,12576042.24,57.34,EXISTING,PROSPECTING,CONVERTED,Margeaux,Basnett,Margeaux Basnett,MERCK,abownasa@lin.com,Focused global local area network
21638,14611275.88,39.86,EXISTING,VALUE PROPOSITION,ASSIGNED,Kellia,Lorroway,Kellia Lorroway,KPMG,cboseleyb@lin.com,Horizontal dedicated workforce
14977,10113369.02,56.54,EXISTING,IDENTIFYING DECISION MAKERS,NEW,Kym,Averay,Kym Averay,DXC TECHNOLOGY,lrainforthc@lin.com,Down-sized intermediate hierarchy
23283,15722078.58,93.71,EXISTING,VALUE PROPOSITION,DEAD,Traci,Negal,Traci Negal,JOHNSON CONTROLS,mommundsend@lin.com,Cloned optimal protocol
45520,30737835.2,92.21,NEW,IDENTIFYING DECISION MAKERS,CONVERTED,Jada,O' Donohoe,Jada O' Donohoe,ALLSTATE,lganforthe@lin.com,Stand-alone scalable architecture
26888,18156390.88,66.96,NEW,PERCEPTION ANALYSIS,CONVERTED,Amble,Armes,Amble Armes,MARRIOTT INTERNATIONAL,kmedleyf@lin.com,Customizable static contingency
43123,29119236.98,83.21,NEW,PERCEPTION ANALYSIS,CONVERTED,Adan,Cuniffe,Adan Cuniffe,3M HEALTH CARE,equickendeng@lin.com,Secured content-based pricing structure
23133,15620789.58,72.17,EXISTING,CLOSED WON,IN PROCESS,Casper,Cookman,Casper Cookman,XEROX,hhubbleh@lin.com,Ameliorated needs-based software
18141,12249891.66,74.87,NEW,VALUE PROPOSITION,NEW,Ignacius,Laingmaid,Ignacius Laingmaid,CBRE,iairdriei@lin.com,Operative 24/7 time-frame
38170,25774674.2,72.68,EXISTING,NEEDS ANALYSIS,RECYCLED,Herculie,Charkham,Herculie Charkham,NYC DEPARTMENT OF EDUCATION,dghionj@lin.com,Secured coherent system engine
23622,15950991.72,94.4,NEW,IDENTIFYING DECISION MAKERS,ASSIGNED,Romola,Collomosse,Romola Collomosse,GOLDMAN SACHS,iepslyk@lin.com,Secured background projection
27978,18892424.28,91.9,NEW,PROSPECTING,CONVERTED,Krystalle,Lacaze,Krystalle Lacaze,FIDELITY INVESTMENTS,xcanbyl@lin.com,Balanced modular website
11334,7653396,58.13,NEW,NEGOTIATION OR REVIEW,DEAD,Madelena,Ollier,Madelena Ollier,EXXONMOBIL,sclotworthym@lin.com,Focused needs-based hub
25756,17391996.56,64.43,NEW,CLOSED LOST,CONVERTED,Becki,Dunnett,Becki Dunnett,T-MOBILE,bbassn@lin.com,Object-based didactic synergy
28917,19526493.42,39.55,NEW,PROPOSAL OR PRICE QUOTE,IN PROCESS,Charity,Gable,Charity Gable,NIKE,sdowtyo@lin.com,Digitized coherent algorithm
18528,12511217.28,39.13,NEW,IDENTIFYING DECISION MAKERS,RECYCLED,Linnea,Berrill,Linnea Berrill,BEST BUY,oderham0@lin.com,Open-source 6th generation intranet
10860,7333323,49.36,NEW,VALUE PROPOSITION,ASSIGNED,Ewell,Gringley,Ewell Gringley,AMERICAN AIRLINES,kvickress1@lin.com,Up-sized zero defect benchmark
26149,17657373.74,38.43,NEW,VALUE PROPOSITION,IN PROCESS,Taryn,Tantum,Taryn Tantum,BAKER HUGHES,jhrishchenko2@lin.com,Centralized secondary forecast
35757,24145271.82,46.44,NEW,IDENTIFYING DECISION MAKERS,RECYCLED,Broddy,Ker,Broddy Ker,THE COCA-COLA COMPANY,tbeacock3@lin.com,Self-enabling responsive help-desk
30770,20777750.2,79.01,EXISTING,IDENTIFYING DECISION MAKERS,NEW,Remy,Stearne,Remy Stearne,GENPACT,sstockell4@lin.com,Balanced tangible website
12124,8186852,66.95,EXISTING,IDENTIFYING DECISION MAKERS,RECYCLED,Mary,Hebron,Mary Hebron,U.S. BANK,jhackly5@lin.com,Virtual bottom-line pricing structure
30111,20332753.86,30.71,EXISTING,NEGOTIATION OR REVIEW,CONVERTED,Kata,Baugham,Kata Baugham,PNC,lnorgan6@lin.com,Monitored 24 hour standardization
45017,30398179.42,36.78,NEW,IDENTIFYING DECISION MAKERS,DEAD,Dusty,Cockin,Dusty Cockin,AIRBUS,lcholwell7@lin.com,Networked national access
41036,27709969.36,77.06,NEW,IDENTIFYING DECISION MAKERS,IN PROCESS,Cassi,Rosiello,Cassi Rosiello,CAPITAL ONE,broyan8@lin.com,Function-based systematic application
29597,19985670.22,65.18,EXISTING,IDENTIFYING DECISION MAKERS,RECYCLED,Babara,Seilmann,Babara Seilmann,DELTA AIR LINES,lknaggs9@lin.com,Networked mission-critical throughput
36355,24549077.3,30.66,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Kennan,Roocroft,Kennan Roocroft,MERRILL LYNCH,abownasa@lin.com,Managed non-volatile extranet
35541,23999415.66,95.13,NEW,PERCEPTION ANALYSIS,NEW,Hartley,Maylin,Hartley Maylin,MONDELēZ INTERNATIONAL,cboseleyb@lin.com,Realigned composite website
18083,12210726.58,31.31,EXISTING,PERCEPTION ANALYSIS,CONVERTED,Boothe,Dumbar,Boothe Dumbar,FARMERS INSURANCE,lrainforthc@lin.com,Programmable mission-critical contingency
28904,19517715.04,57.07,EXISTING,IDENTIFYING DECISION MAKERS,CONVERTED,Osbourn,Hallybone,Osbourn Hallybone,AECOM,mommundsend@lin.com,Grass-roots multi-tasking concept
41853,28261656.78,93.51,EXISTING,PROPOSAL OR PRICE QUOTE,RECYCLED,Jarvis,Vost,Jarvis Vost,UNITED STATES DEPARTMENT OF DEFENSE,lganforthe@lin.com,Vision-oriented multimedia Graphical User Interface
32828,22167435.28,70.61,NEW,NEGOTIATION OR REVIEW,DEAD,Dre,Cahalin,Dre Cahalin,METLIFE,kmedleyf@lin.com,Re-contextualized holistic local area network
11467,7743206,37.44,NEW,PERCEPTION ANALYSIS,RECYCLED,Marietta,Van,Marietta Van,TOTAL,equickendeng@lin.com,Synergized methodical attitude
33888,22883210.88,41.9,NEW,IDENTIFYING DECISION MAKERS,RECYCLED,Ferdinande,Hucke,Ferdinande Hucke,CARGILL,hhubbleh@lin.com,Persistent zero tolerance project
11732,7922150,94.72,EXISTING,CLOSED WON,CONVERTED,Anders,Hawkswell,Anders Hawkswell,UNITED AIRLINES,iairdriei@lin.com,User-centric tangible complexity
28437,19202368.62,63.7,EXISTING,PROSPECTING,CONVERTED,Keeley,Poultney,Keeley Poultney,MARY KAY INC.,dghionj@lin.com,Adaptive attitude-oriented benchmark
49879,33681293.54,92.54,EXISTING,NEEDS ANALYSIS,NEW,Virge,Comer,Virge Comer,LIBERTY MUTUAL INSURANCE,iepslyk@lin.com,Face to face bottom-line secured line
47040,31764230.4,61.59,EXISTING,CLOSED LOST,RECYCLED,Ave,Tuvey,Ave Tuvey,COMCAST,xcanbyl@lin.com,Business-focused uniform time-frame
32000,21608320,56.34,NEW,IDENTIFYING DECISION MAKERS,DEAD,Rudolph,Ninnotti,Rudolph Ninnotti,CATERPILLAR INC.,sclotworthym@lin.com,Automated optimal analyzer
28181,19029502.06,38.76,EXISTING,CLOSED LOST,NEW,Rudiger,Davidai,Rudiger Davidai,JACOBS,bbassn@lin.com,Open-source stable functionalities
32958,22255219.08,79.2,EXISTING,PERCEPTION ANALYSIS,IN PROCESS,Etta,Manhood,Etta Manhood,BNY MELLON,sdowtyo@lin.com,Extended web-enabled solution
35421,23918384.46,33.82,EXISTING,NEEDS ANALYSIS,DEAD,Margareta,Cottee,Margareta Cottee,RAYTHEON,oderham0@lin.com,Phased systematic projection
12594,8504224,37.85,EXISTING,VALUE PROPOSITION,CONVERTED,Ara,MacKenzie,Ara MacKenzie,ELI LILLY AND COMPANY,kvickress1@lin.com,Reactive clear-thinking moratorium
47729,32229484.54,48.22,NEW,PERCEPTION ANALYSIS,CONVERTED,Selie,Blackbourn,Selie Blackbourn,HP,jhrishchenko2@lin.com,Pre-emptive analyzing circuit
19203,12967017.78,64.93,EXISTING,IDENTIFYING DECISION MAKERS,NEW,Wang,Howat,Wang Howat,UBER,tbeacock3@lin.com,Team-oriented mobile methodology
16423,11089794.98,90.98,EXISTING,VALUE PROPOSITION,IN PROCESS,Ximenes,Staves,Ximenes Staves,KROGER,sstockell4@lin.com,Persistent didactic support
39862,26917214.12,85.48,NEW,CLOSED LOST,NEW,Windham,Halvorsen,Windham Halvorsen,THERMO FISHER SCIENTIFIC,jhackly5@lin.com,Monitored actuating standardization
14902,10062724.52,54.52,NEW,PERCEPTION ANALYSIS,ASSIGNED,Junia,Durtnel,Junia Durtnel,AIG,lnorgan6@lin.com,User-centric system-worthy challenge
39149,26435753.74,59.43,EXISTING,CLOSED WON,RECYCLED,Kalvin,Joao,Kalvin Joao,NOVO NORDISK,lcholwell7@lin.com,Streamlined explicit hub
48237,32572516.62,41.26,NEW,NEEDS ANALYSIS,DEAD,Chrisse,Dyer,Chrisse Dyer,H&R BLOCK,broyan8@lin.com,Automated mission-critical hub
29393,19847917.18,80.03,NEW,PERCEPTION ANALYSIS,RECYCLED,Silas,McEniry,Silas McEniry,SOCIAL SECURITY ADMINISTRATION,lknaggs9@lin.com,Integrated 24/7 capacity
40010,27017152.6,63.11,EXISTING,PROPOSAL OR PRICE QUOTE,NEW,Abey,Tapson,Abey Tapson,COSTCO WHOLESALE,abownasa@lin.com,Implemented context-sensitive access
26030,17577017.8,53.75,EXISTING,PROSPECTING,CONVERTED,Chanda,Sudworth,Chanda Sudworth,THALES,cboseleyb@lin.com,Customizable asynchronous access
13378,9033628,68.44,EXISTING,PROSPECTING,NEW,Brok,Foale,Brok Foale,CONVERGYS,lrainforthc@lin.com,Configurable multi-tasking conglomeration
38617,26076515.42,63.93,NEW,NEGOTIATION OR REVIEW,ASSIGNED,Marti,Islep,Marti Islep,IQVIA,mommundsend@lin.com,Customizable non-volatile software
14028,9472547,96.92,EXISTING,PROSPECTING,CONVERTED,Leandra,Bryan,Leandra Bryan,SALESFORCE,lganforthe@lin.com,Operative multi-tasking secured line
41763,28200883.38,34.79,EXISTING,IDENTIFYING DECISION MAKERS,DEAD,Gaylord,Fowgies,Gaylord Fowgies,THE DOW CHEMICAL COMPANY,kmedleyf@lin.com,Optimized intermediate installation
34931,23587507.06,49.67,EXISTING,PROPOSAL OR PRICE QUOTE,ASSIGNED,Moyna,Moisey,Moyna Moisey,HILTON WORLDWIDE,equickendeng@lin.com,Face to face intangible extranet
12471,8421167,54.49,EXISTING,PERCEPTION ANALYSIS,ASSIGNED,Adoree,Bedome,Adoree Bedome,LOS ANGELES UNIFIED SCHOOL DISTRICT,hhubbleh@lin.com,Multi-lateral transitional website
44249,29879579.74,35.91,EXISTING,NEGOTIATION OR REVIEW,RECYCLED,Gwendolin,Rathmell,Gwendolin Rathmell,ARMY NATIONAL GUARD,iairdriei@lin.com,Team-oriented multi-tasking core
31242,21096472.92,72.48,EXISTING,PROSPECTING,NEW,Jere,Brahan,Jere Brahan,NORDSTROM,dghionj@lin.com,Quality-focused multi-state capacity
22166,14967813.16,30.55,EXISTING,NEEDS ANALYSIS,IN PROCESS,Floria,Habercham,Floria Habercham,LIFESPAN,iepslyk@lin.com,Monitored fault-tolerant open architecture
46972,31718312.72,36.95,EXISTING,CLOSED WON,CONVERTED,Matthiew,Mohamed,Matthiew Mohamed,FEDEX,xcanbyl@lin.com,Grass-roots cohesive frame
23907,16143440.82,89.3,EXISTING,CLOSED LOST,CONVERTED,Marthena,Greenroa,Marthena Greenroa,EDWARD JONES,sclotworthym@lin.com,Cross-group secondary encryption
